AIMS_REEF_NAME,REPORT_YEAR,SITE_NO,TRANSECT_NO,HC,n.points,total.points
St. Crispin Reef,2019,1,4,22.613065326633166,45,199
St. Crispin Reef,2019,1,5,13.461538461538462,28,208
St. Crispin Reef,2019,2,1,23,46,200
St. Crispin Reef,2019,2,2,25.12562814070352,50,199
St. Crispin Reef,2019,2,3,14.705882352941178,30,204
St. Crispin Reef,2019,2,4,15.151515151515152,30,198
St. Crispin Reef,2019,2,5,8.585858585858585,17,198
St. Crispin Reef,2019,3,1,10.5,21,200
St. Crispin Reef,2019,3,2,13.432835820895523,27,201
St. Crispin Reef,2019,3,3,11.274509803921568,23,204
St. Crispin Reef,2019,3,4,11.11111111111111,22,198
St. Crispin Reef,2019,3,5,13.432835820895523,27,201
St. Crispin Reef,2021,1,1,35,70,200
St. Crispin Reef,2021,1,2,38,76,200
St. Crispin Reef,2021,1,3,37.37864077669902,77,206
St. Crispin Reef,2021,1,4,34.5,69,200
St. Crispin Reef,2021,1,5,17.5,35,200
St. Crispin Reef,2021,2,1,40.59405940594059,82,202
St. Crispin Reef,2021,2,2,31.5,63,200
St. Crispin Reef,2021,2,3,28.64321608040201,57,199
St. Crispin Reef,2021,2,4,24.5,49,200
St. Crispin Reef,2021,2,5,12.5,25,200
St. Crispin Reef,2021,3,1,19.5,39,200
St. Crispin Reef,2021,3,2,22.5,45,200
St. Crispin Reef,2021,3,3,28,56,200
St. Crispin Reef,2021,3,4,20.5,41,200
St. Crispin Reef,2021,3,5,18.5,37,200
St. Crispin Reef,2022,1,1,46.56084656084656,88,189
St. Crispin Reef,2022,1,2,39.603960396039604,80,202
St. Crispin Reef,2022,1,3,34.80392156862745,71,204
St. Crispin Reef,2022,1,4,39.80099502487562,80,201
St. Crispin Reef,2022,1,5,21.5,43,200
St. Crispin Reef,2022,2,1,43.5,87,200
St. Crispin Reef,2022,2,2,35,70,200
St. Crispin Reef,2022,2,3,45,81,180
St. Crispin Reef,2022,2,4,29.7979797979798,59,198
St. Crispin Reef,2022,2,5,30.5,61,200
St. Crispin Reef,2022,3,1,24.154589371980677,50,207
St. Crispin Reef,2022,3,2,36.58536585365854,75,205
St. Crispin Reef,2022,3,3,27.5,55,200
St. Crispin Reef,2022,3,4,31,62,200
St. Crispin Reef,2022,3,5,31.5,63,200
St. Crispin Reef,2023,1,1,46.60194174757281,96,206
St. Crispin Reef,2023,1,2,47,94,200
St. Crispin Reef,2023,1,3,35.5,71,200
St. Crispin Reef,2023,1,4,45.7286432160804,91,199
St. Crispin Reef,2023,1,5,23.5,47,200
St. Crispin Reef,2023,2,1,48,96,200
St. Crispin Reef,2023,2,2,43.41463414634146,89,205
St. Crispin Reef,2023,2,3,43.5,87,200
St. Crispin Reef,2023,2,4,38,76,200
St. Crispin Reef,2023,2,5,19.5,39,200
St. Crispin Reef,2023,3,1,27.272727272727273,57,209
St. Crispin Reef,2023,3,2,32.84313725490196,67,204
St. Crispin Reef,2023,3,3,21.634615384615387,45,208
St. Crispin Reef,2023,3,4,28,56,200
St. Crispin Reef,2023,3,5,32.5,65,200
Taylor Reef,2022,1,1,3.015075376884422,6,199
Taylor Reef,2022,1,2,2.3364485981308407,5,214
Taylor Reef,2022,1,3,9.852216748768473,20,203
Taylor Reef,2022,1,4,8.457711442786069,17,201
Taylor Reef,2022,1,5,10.294117647058824,21,204
Taylor Reef,2022,2,1,7.960199004975125,16,201
Taylor Reef,2022,2,2,13.5,27,200
Taylor Reef,2022,2,3,10,20,200
Taylor Reef,2022,2,4,9.5,19,200
Taylor Reef,2022,2,5,5.741626794258373,12,209
Taylor Reef,2022,3,1,8,16,200
Taylor Reef,2022,3,2,12,24,200
Taylor Reef,2022,3,3,5.911330049261084,12,203
Taylor Reef,2022,3,4,5.025125628140703,10,199
Taylor Reef,2022,3,5,9,18,200
Taylor Reef,2023,1,1,5.025125628140703,10,199
Taylor Reef,2023,1,2,7.960199004975125,16,201
Taylor Reef,2023,1,3,12.871287128712872,26,202
Taylor Reef,2023,1,4,4.5,9,200
Taylor Reef,2023,1,5,8,16,200
Taylor Reef,2023,2,1,10.5,21,200
Taylor Reef,2023,2,2,5.5,11,200
Taylor Reef,2023,2,3,8.5,17,200
Taylor Reef,2023,2,4,9.5,19,200
Taylor Reef,2023,2,5,9,18,200
Taylor Reef,2023,3,1,7,14,200
Taylor Reef,2023,3,2,3,6,200
Taylor Reef,2023,3,3,8.5,17,200
Taylor Reef,2023,3,4,4.433497536945812,9,203
Taylor Reef,2023,3,5,9,18,200
Tern Island,2022,1,1,5,10,200
Tern Island,2022,1,2,11.76470588235294,24,204
Tern Island,2022,1,3,6,12,200
Tern Island,2022,1,4,3.5,7,200
Tern Island,2022,1,5,28,56,200
Tern Island,2022,2,1,34.13461538461539,71,208
Tern Island,2022,2,2,13,26,200
Tern Island,2022,2,3,41.904761904761905,88,210
Tern Island,2022,2,4,29.5,59,200
Tern Island,2022,2,5,42,84,200
Tern Island,2022,3,1,43.8423645320197,89,203
Tern Island,2022,3,2,29,58,200
Tern Island,2022,3,3,29.901960784313726,61,204
Tern Island,2022,3,4,41.54589371980676,86,207
Tern Island,2022,3,5,31,62,200
Tern Island,2023,1,1,9.5,19,200
Tern Island,2023,1,2,14.57286432160804,29,199
Tern Island,2023,1,3,13,26,200
Tern Island,2023,1,4,4.0201005025125625,8,199
Tern Island,2023,1,5,27.363184079601993,55,201
Tern Island,2023,2,1,25.870646766169152,52,201
Tern Island,2023,2,2,10.5,21,200
Tern Island,2023,2,3,55.60975609756098,114,205
Tern Island,2023,2,4,21.07843137254902,43,204
Tern Island,2023,2,5,36.5,73,200
Tern Island,2023,3,1,40.09433962264151,85,212
Tern Island,2023,3,2,43.71859296482412,87,199
Tern Island,2023,3,3,8.866995073891626,18,203
Tern Island,2023,3,4,35.5,71,200
Tern Island,2023,3,5,28.5,57,200
Thetford Reef,1995,1,1,18,27,150
Thetford Reef,1995,1,2,16.25,26,160
Thetford Reef,1995,1,3,10.285714285714286,18,175
Thetford Reef,1995,1,4,14.838709677419354,23,155
Thetford Reef,1995,1,5,18.125,29,160
Thetford Reef,1995,2,1,13.793103448275863,20,145
Thetford Reef,1995,2,2,12,18,150
Thetford Reef,1995,2,3,10.344827586206897,15,145
Thetford Reef,1995,2,4,16.56441717791411,27,163
Thetford Reef,1995,2,5,12.727272727272727,21,165
Thetford Reef,1995,3,1,18.666666666666668,28,150
Thetford Reef,1995,3,2,17.073170731707318,28,164
Thetford Reef,1995,3,3,26.35135135135135,39,148
Thetford Reef,1995,3,4,24.83221476510067,37,149
Thetford Reef,1995,3,5,28.125,45,160
Thetford Reef,1996,1,1,16,32,200
Thetford Reef,1996,1,2,18.5,37,200
Thetford Reef,1996,1,3,16.58291457286432,33,199
Thetford Reef,1996,1,4,15,30,200
Thetford Reef,1996,1,5,21.304347826086957,49,230
Thetford Reef,1996,2,1,20.5,41,200
Thetford Reef,1996,2,2,17.5,35,200
Thetford Reef,1996,2,3,13,26,200
Thetford Reef,1996,2,4,18.5,37,200
Thetford Reef,1996,2,5,30,60,200
Thetford Reef,1996,3,1,26.5,53,200
Thetford Reef,1996,3,2,20.634920634920633,39,189
Thetford Reef,1996,3,3,15.897435897435896,31,195
Thetford Reef,1996,3,4,29.891304347826086,55,184
Thetford Reef,1996,3,5,24,36,150
Thetford Reef,1997,1,1,27,54,200
Thetford Reef,1997,1,2,12.060301507537687,24,199
Thetford Reef,1997,1,3,15.609756097560977,32,205
Thetford Reef,1997,1,4,19,38,200
Thetford Reef,1997,1,5,14.87179487179487,29,195
Thetford Reef,1997,2,1,18,36,200
Thetford Reef,1997,2,2,26.5,53,200
Thetford Reef,1997,2,3,16.11111111111111,29,180
Thetford Reef,1997,2,4,28.5,57,200
Thetford Reef,1997,2,5,29,58,200
Thetford Reef,1997,3,1,36,72,200
Thetford Reef,1997,3,2,23.232323232323232,46,198
Thetford Reef,1997,3,3,40.20618556701031,78,194
Thetford Reef,1997,3,4,25.906735751295333,50,193
Thetford Reef,1997,3,5,40.101522842639596,79,197
Thetford Reef,1998,1,1,27.5,55,200
Thetford Reef,1998,1,2,17.5,35,200
Thetford Reef,1998,1,3,25.5,51,200
Thetford Reef,1998,1,4,23,46,200
Thetford Reef,1998,1,5,24.5,49,200
Thetford Reef,1998,2,1,20.5,41,200
Thetford Reef,1998,2,2,19.597989949748744,39,199
Thetford Reef,1998,2,3,20.5,41,200
Thetford Reef,1998,2,4,37.5,75,200
Thetford Reef,1998,2,5,37,74,200
Thetford Reef,1998,3,1,49,98,200
Thetford Reef,1998,3,2,29.72972972972973,55,185
Thetford Reef,1998,3,3,32.994923857868024,65,197
Thetford Reef,1998,3,4,36.78756476683938,71,193
Thetford Reef,1998,3,5,42.708333333333336,82,192
Thetford Reef,1999,1,1,27.551020408163264,54,196
Thetford Reef,1999,1,2,26.5,53,200
Thetford Reef,1999,1,3,22.5,45,200
Thetford Reef,1999,1,4,31.65829145728643,63,199
Thetford Reef,1999,1,5,33.5,67,200
Thetford Reef,1999,2,1,21.105527638190953,42,199
Thetford Reef,1999,2,2,35.5,71,200
Thetford Reef,1999,2,3,27,54,200
Thetford Reef,1999,2,4,45.5,91,200
Thetford Reef,1999,2,5,36.41025641025641,71,195
Thetford Reef,1999,3,1,53,106,200
Thetford Reef,1999,3,2,36.12565445026178,69,191
Thetford Reef,1999,3,3,34.02061855670103,66,194
Thetford Reef,1999,3,4,47.08994708994709,89,189
Thetford Reef,1999,3,5,41.7989417989418,79,189
Thetford Reef,2000,1,1,16,32,200
Thetford Reef,2000,1,2,12.307692307692307,24,195
Thetford Reef,2000,1,3,10,20,200
Thetford Reef,2000,1,4,14.5,29,200
Thetford Reef,2000,1,5,15,30,200
Thetford Reef,2000,2,1,19,38,200
Thetford Reef,2000,2,2,22,44,200
Thetford Reef,2000,2,3,9,18,200
Thetford Reef,2000,2,4,29.5,59,200
Thetford Reef,2000,2,5,28.21782178217822,57,202
Thetford Reef,2000,3,1,18.22429906542056,39,214
Thetford Reef,2000,3,2,21.08108108108108,39,185
Thetford Reef,2000,3,3,31.95876288659794,62,194
Thetford Reef,2000,3,4,34.35897435897436,67,195
Thetford Reef,2000,3,5,53.092783505154635,103,194
Thetford Reef,2002,1,1,0.5,1,200
Thetford Reef,2002,1,2,4.102564102564102,8,195
Thetford Reef,2002,1,3,5,10,200
Thetford Reef,2002,1,4,8,16,200
Thetford Reef,2002,1,5,5.263157894736842,10,190
Thetford Reef,2002,2,1,5.6410256410256405,11,195
Thetford Reef,2002,2,2,8.5,17,200
Thetford Reef,2002,2,3,4.5,9,200
Thetford Reef,2002,2,4,3,6,200
Thetford Reef,2002,2,5,4.390243902439025,9,205
Thetford Reef,2002,3,1,3,6,200
Thetford Reef,2002,3,2,6.282722513089005,12,191
Thetford Reef,2002,3,3,8.5,17,200
Thetford Reef,2002,3,4,10.5,21,200
Thetford Reef,2002,3,5,8.542713567839195,17,199
Thetford Reef,2003,1,1,2,4,200
Thetford Reef,2003,1,2,5.5,11,200
Thetford Reef,2003,1,3,0.5,1,200
Thetford Reef,2003,1,4,1.5,3,200
Thetford Reef,2003,1,5,4.5,9,200
Thetford Reef,2003,2,1,6,12,200
Thetford Reef,2003,2,2,3.5,7,200
Thetford Reef,2003,2,3,7,14,200
Thetford Reef,2003,2,4,2.5125628140703515,5,199
Thetford Reef,2003,2,5,2,4,200
Thetford Reef,2003,3,1,2,4,200
Thetford Reef,2003,3,2,5.154639175257732,10,194
Thetford Reef,2003,3,3,1.5228426395939085,3,197
Thetford Reef,2003,3,4,5.5,11,200
Thetford Reef,2003,3,5,3.5,7,200
Thetford Reef,2004,1,1,5,10,200
Thetford Reef,2004,1,2,1,2,200
Thetford Reef,2004,1,3,5.5,11,200
Thetford Reef,2004,1,4,2.030456852791878,4,197
Thetford Reef,2004,1,5,1.5,3,200
Thetford Reef,2004,2,1,5.025125628140703,10,199
Thetford Reef,2004,2,2,7.5,15,200
Thetford Reef,2004,2,3,9,18,200
Thetford Reef,2004,2,4,2.551020408163265,5,196
Thetford Reef,2004,2,5,4.5,9,200
Thetford Reef,2004,3,1,3.5,7,200
Thetford Reef,2004,3,2,8.421052631578947,16,190
Thetford Reef,2004,3,3,7.291666666666666,14,192
Thetford Reef,2004,3,4,7.329842931937173,14,191
Thetford Reef,2004,3,5,8.854166666666666,17,192
Thetford Reef,2005,1,1,3.0303030303030303,6,198
Thetford Reef,2005,1,2,3.6269430051813476,7,193
Thetford Reef,2005,1,3,8.5,17,200
Thetford Reef,2005,1,4,12.5,25,200
Thetford Reef,2005,1,5,9,18,200
Thetford Reef,2005,2,1,9.5,19,200
Thetford Reef,2005,2,2,6.63265306122449,13,196
Thetford Reef,2005,2,3,9.5,19,200
Thetford Reef,2005,2,4,7,14,200
Thetford Reef,2005,2,5,8.5,17,200
Thetford Reef,2005,3,1,8,16,200
Thetford Reef,2005,3,2,5.612244897959183,11,196
Thetford Reef,2005,3,3,6.666666666666666,13,195
Thetford Reef,2005,3,4,7.692307692307692,15,195
Thetford Reef,2005,3,5,14,28,200
Thetford Reef,2007,1,1,12.5,25,200
Thetford Reef,2007,1,2,12,24,200
Thetford Reef,2007,1,3,8,16,200
Thetford Reef,2007,1,4,16,32,200
Thetford Reef,2007,1,5,11.5,23,200
Thetford Reef,2007,2,1,12,24,200
Thetford Reef,2007,2,2,14.5,29,200
Thetford Reef,2007,2,3,17.5,35,200
Thetford Reef,2007,2,4,13.5,27,200
Thetford Reef,2007,2,5,22.77777777777778,41,180
Thetford Reef,2007,3,1,24,48,200
Thetford Reef,2007,3,2,18.5,37,200
Thetford Reef,2007,3,3,15,30,200
Thetford Reef,2007,3,4,15.5,31,200
Thetford Reef,2007,3,5,14,28,200
Thetford Reef,2009,1,1,34.5,69,200
Thetford Reef,2009,1,2,29.5,59,200
Thetford Reef,2009,1,3,24.5,49,200
Thetford Reef,2009,1,4,25,50,200
Thetford Reef,2009,1,5,32.5,65,200
Thetford Reef,2009,2,1,27.5,55,200
Thetford Reef,2009,2,2,19.5,39,200
Thetford Reef,2009,2,3,24,48,200
Thetford Reef,2009,2,4,31,62,200
Thetford Reef,2009,2,5,37,74,200
Thetford Reef,2009,3,1,32.5,65,200
Thetford Reef,2009,3,2,32.5,65,200
Thetford Reef,2009,3,3,26.5,53,200
Thetford Reef,2009,3,4,31.5,63,200
Thetford Reef,2009,3,5,36.5,73,200
Thetford Reef,2011,1,1,19,38,200
Thetford Reef,2011,1,2,15.5,31,200
Thetford Reef,2011,1,3,16.5,33,200
Thetford Reef,2011,1,4,17,34,200
Thetford Reef,2011,1,5,14.57286432160804,29,199
Thetford Reef,2011,2,1,18.5,37,200
Thetford Reef,2011,2,2,17.5,35,200
Thetford Reef,2011,2,3,21.5,43,200
Thetford Reef,2011,2,4,20,40,200
Thetford Reef,2011,2,5,26,52,200
Thetford Reef,2011,3,1,11,22,200
Thetford Reef,2011,3,2,16,32,200
Thetford Reef,2011,3,3,19.5,39,200
Thetford Reef,2011,3,4,19,38,200
Thetford Reef,2011,3,5,19,38,200
Thetford Reef,2013,1,1,24,48,200
Thetford Reef,2013,1,2,15.5,31,200
Thetford Reef,2013,1,3,24,48,200
Thetford Reef,2013,1,4,24,48,200
Thetford Reef,2013,1,5,22.5,45,200
Thetford Reef,2013,2,1,16.5,33,200
Thetford Reef,2013,2,2,15,30,200
Thetford Reef,2013,2,3,25,50,200
Thetford Reef,2013,2,4,12,24,200
Thetford Reef,2013,2,5,19,38,200
Thetford Reef,2013,3,1,21.5,43,200
Thetford Reef,2013,3,2,11.5,23,200
Thetford Reef,2013,3,3,17.5,35,200
Thetford Reef,2013,3,4,27,54,200
Thetford Reef,2013,3,5,21.5,43,200
Thetford Reef,2015,1,1,22.110552763819097,44,199
Thetford Reef,2015,1,2,27.5,55,200
Thetford Reef,2015,1,3,21,42,200
Thetford Reef,2015,1,4,27.804878048780488,57,205
Thetford Reef,2015,1,5,29,58,200
Thetford Reef,2015,2,1,28,56,200
Thetford Reef,2015,2,2,15,30,200
Thetford Reef,2015,2,3,28,56,200
Thetford Reef,2015,2,4,28.5,57,200
Thetford Reef,2015,2,5,30.5,61,200
Thetford Reef,2015,3,1,29.5,59,200
Thetford Reef,2015,3,2,22.5,45,200
Thetford Reef,2015,3,3,27,54,200
Thetford Reef,2015,3,4,23,46,200
Thetford Reef,2015,3,5,25,50,200
Thetford Reef,2017,1,1,27.5,55,200
Thetford Reef,2017,1,2,35,70,200
Thetford Reef,2017,1,3,23.5,47,200
Thetford Reef,2017,1,4,29.5,59,200
Thetford Reef,2017,1,5,18,36,200
Thetford Reef,2017,2,1,22,44,200
Thetford Reef,2017,2,2,22,44,200
Thetford Reef,2017,2,3,28,56,200
Thetford Reef,2017,2,4,32,64,200
Thetford Reef,2017,2,5,40,80,200
Thetford Reef,2017,3,1,36.5,73,200
Thetford Reef,2017,3,2,21.5,43,200
Thetford Reef,2017,3,3,21.5,43,200
Thetford Reef,2017,3,4,36,72,200
Thetford Reef,2017,3,5,32,64,200
Thetford Reef,2019,1,1,12.626262626262626,25,198
Thetford Reef,2019,1,2,17,34,200
Thetford Reef,2019,1,3,15,30,200
Thetford Reef,2019,1,4,17.5,35,200
Thetford Reef,2019,1,5,16.666666666666668,33,198
Thetford Reef,2019,2,1,16.161616161616163,32,198
Thetford Reef,2019,2,2,16.5,33,200
Thetford Reef,2019,2,3,13.06532663316583,26,199
Thetford Reef,2019,2,4,16.582914572864322,33,199
Thetford Reef,2019,2,5,17.587939698492463,35,199
Thetford Reef,2019,3,1,18.5,37,200
Thetford Reef,2019,3,2,12.844036697247708,28,218
Thetford Reef,2019,3,3,10,20,200
Thetford Reef,2019,3,4,17.073170731707318,35,205
Thetford Reef,2019,3,5,15.42056074766355,33,214
Thetford Reef,2021,1,1,15,30,200
Thetford Reef,2021,1,2,16.83168316831683,34,202
Thetford Reef,2021,1,3,19.5,39,200
Thetford Reef,2021,1,4,16.5,33,200
Thetford Reef,2021,1,5,18,36,200
Thetford Reef,2021,2,1,14.423076923076923,30,208
Thetford Reef,2021,2,2,21,42,200
Thetford Reef,2021,2,3,23.762376237623762,48,202
Thetford Reef,2021,2,4,19.5,39,200
Thetford Reef,2021,2,5,20.975609756097562,43,205
Thetford Reef,2021,3,1,26.699029126213592,55,206
Thetford Reef,2021,3,2,18.009478672985782,38,211
Thetford Reef,2021,3,3,17,34,200
Thetford Reef,2021,3,4,22.00956937799043,46,209
Thetford Reef,2021,3,5,23.26732673267327,47,202
Thetford Reef,2022,1,1,13,26,200
Thetford Reef,2022,1,2,17,34,200
Thetford Reef,2022,1,3,15,30,200
Thetford Reef,2022,1,4,16.25615763546798,33,203
Thetford Reef,2022,1,5,16.176470588235293,33,204
Thetford Reef,2022,2,1,16.25615763546798,33,203
Thetford Reef,2022,2,2,19.5,39,200
Thetford Reef,2022,2,3,15,30,200
Thetford Reef,2022,2,4,19.402985074626866,39,201
Thetford Reef,2022,2,5,20.098039215686274,41,204
Thetford Reef,2022,3,1,27.699530516431924,59,213
Thetford Reef,2022,3,2,21.608040201005025,43,199
Thetford Reef,2022,3,3,20.46511627906977,44,215
Thetford Reef,2022,3,4,33.80952380952381,71,210
Thetford Reef,2022,3,5,30.198019801980198,61,202
Thetford Reef,2023,1,1,14.5,29,200
Thetford Reef,2023,1,2,16.748768472906402,34,203
Thetford Reef,2023,1,3,15,30,200
Thetford Reef,2023,1,4,20,40,200
Thetford Reef,2023,1,5,24,48,200
Thetford Reef,2023,2,1,18.592964824120603,37,199
Thetford Reef,2023,2,2,23.618090452261306,47,199
Thetford Reef,2023,2,3,20.5,41,200
Thetford Reef,2023,2,4,22.058823529411764,45,204
Thetford Reef,2023,2,5,32,64,200
Thetford Reef,2023,3,1,32,64,200
Thetford Reef,2023,3,2,15.121951219512196,31,205
Thetford Reef,2023,3,3,24.154589371980677,50,207
Thetford Reef,2023,3,4,20.975609756097562,43,205
Thetford Reef,2023,3,5,21.5,43,200
Turner Cay,1995,1,1,22.962962962962965,31,135
Turner Cay,1995,1,2,20.8,26,125
Turner Cay,1995,1,3,17.333333333333336,26,150
Turner Cay,1995,1,4,25.161290322580644,39,155
Turner Cay,1995,1,5,28.14814814814815,38,135
Turner Cay,1995,2,1,35,49,140
Turner Cay,1995,2,2,28.571428571428573,42,147
Turner Cay,1995,2,3,29.32330827067669,39,133
Turner Cay,1995,2,4,33.793103448275865,49,145
Turner Cay,1995,2,5,23.333333333333336,28,120
Turner Cay,1995,3,1,17.272727272727273,19,110
Turner Cay,1995,3,2,20.8,26,125
Turner Cay,1995,3,3,33.07692307692308,43,130
Turner Cay,1995,3,4,24.444444444444446,33,135
Turner Cay,1995,3,5,22.857142857142858,32,140
Turner Cay,1996,1,1,24.120603015075375,48,199
Turner Cay,1996,1,2,27,54,200
Turner Cay,1996,1,3,23.3502538071066,46,197
Turner Cay,1996,1,4,32,64,200
Turner Cay,1996,1,5,17.5,35,200
Turner Cay,1996,2,1,28,56,200
Turner Cay,1996,2,2,34.5360824742268,67,194
Turner Cay,1996,2,3,37,74,200
Turner Cay,1996,2,4,39.19597989949749,78,199
Turner Cay,1996,2,5,29.5,59,200
Turner Cay,1996,3,1,18.592964824120603,37,199
Turner Cay,1996,3,2,28,56,200
Turner Cay,1996,3,3,17,34,200
Turner Cay,1996,3,4,20,39,195
Turner Cay,1996,3,5,25,50,200
Turner Cay,1997,1,1,21,42,200
Turner Cay,1997,1,2,26,52,200
Turner Cay,1997,1,3,28,56,200
Turner Cay,1997,1,4,29.5,59,200
Turner Cay,1997,1,5,27.5,55,200
Turner Cay,1997,2,1,34.01015228426396,67,197
Turner Cay,1997,2,2,37.5,75,200
Turner Cay,1997,2,3,41,82,200
Turner Cay,1997,2,4,41.5,83,200
Turner Cay,1997,2,5,35.678391959798994,71,199
Turner Cay,1997,3,1,32,64,200
Turner Cay,1997,3,2,26.5,53,200
Turner Cay,1997,3,3,27,54,200
Turner Cay,1997,3,4,22.727272727272727,45,198
Turner Cay,1997,3,5,27,54,200
Turner Cay,1998,1,1,27.5,55,200
Turner Cay,1998,1,2,34.48275862068966,70,203
Turner Cay,1998,1,3,27,54,200
Turner Cay,1998,1,4,34.5,69,200
Turner Cay,1998,1,5,22.5,45,200
Turner Cay,1998,2,1,29.7979797979798,59,198
Turner Cay,1998,2,2,34.67336683417086,69,199
Turner Cay,1998,2,3,26,52,200
Turner Cay,1998,2,4,41,82,200
Turner Cay,1998,2,5,27,54,200
Turner Cay,1998,3,1,21.105527638190956,42,199
Turner Cay,1998,3,2,29.473684210526315,56,190
Turner Cay,1998,3,3,20,40,200
Turner Cay,1998,3,4,28.350515463917525,55,194
Turner Cay,1998,3,5,33.5,67,200
Turner Cay,1999,1,1,30.769230769230766,60,195
Turner Cay,1999,1,2,42.5,85,200
Turner Cay,1999,1,3,28,56,200
Turner Cay,1999,1,4,34.35897435897436,67,195
Turner Cay,1999,1,5,27.1356783919598,54,199
Turner Cay,1999,2,1,34.196891191709845,66,193
Turner Cay,1999,2,2,31.89189189189189,59,185
Turner Cay,1999,2,3,31.57894736842105,66,209
Turner Cay,1999,2,4,38,76,200
Turner Cay,1999,2,5,30.5699481865285,59,193
Turner Cay,1999,3,1,26.395939086294415,52,197
Turner Cay,1999,3,2,42.5,85,200
Turner Cay,1999,3,3,26.13065326633166,52,199
Turner Cay,1999,3,4,26,52,200
Turner Cay,1999,3,5,28.06122448979592,55,196
Turner Cay,2000,1,1,35,70,200
Turner Cay,2000,1,2,29.41176470588235,60,204
Turner Cay,2000,1,3,30.5,61,200
Turner Cay,2000,1,4,31,62,200
Turner Cay,2000,1,5,32.5,65,200
Turner Cay,2000,2,1,30.5,61,200
Turner Cay,2000,2,2,27.63819095477387,55,199
Turner Cay,2000,2,3,30.243902439024392,62,205
Turner Cay,2000,2,4,41.20603015075377,82,199
Turner Cay,2000,2,5,33,66,200
Turner Cay,2000,3,1,30.256410256410255,59,195
Turner Cay,2000,3,2,26.13065326633166,52,199
Turner Cay,2000,3,3,23.5,47,200
Turner Cay,2000,3,4,19.5,39,200
Turner Cay,2000,3,5,37.5,75,200
Turner Cay,2001,1,1,17.5,35,200
Turner Cay,2001,1,2,29.5,59,200
Turner Cay,2001,1,3,28,56,200
Turner Cay,2001,1,4,41.5,83,200
Turner Cay,2001,1,5,31,62,200
Turner Cay,2001,2,1,36.92307692307692,72,195
Turner Cay,2001,2,2,23.115577889447234,46,199
Turner Cay,2001,2,3,20.70707070707071,41,198
Turner Cay,2001,2,4,38,76,200
Turner Cay,2001,2,5,28.78787878787879,57,198
Turner Cay,2001,3,1,30.256410256410255,59,195
Turner Cay,2001,3,2,33.5,67,200
Turner Cay,2001,3,3,33,66,200
Turner Cay,2001,3,4,29,58,200
Turner Cay,2001,3,5,32.1608040201005,64,199
Turner Cay,2002,1,1,4.5,9,200
Turner Cay,2002,1,2,12.5,25,200
Turner Cay,2002,1,3,9,18,200
Turner Cay,2002,1,4,15,30,200
Turner Cay,2002,1,5,19,38,200
Turner Cay,2002,2,1,16,32,200
Turner Cay,2002,2,2,16.41025641025641,32,195
Turner Cay,2002,2,3,13.5,27,200
Turner Cay,2002,2,4,12,24,200
Turner Cay,2002,2,5,12.037037037037036,26,216
Turner Cay,2002,3,1,26,52,200
Turner Cay,2002,3,2,32.5,65,200
Turner Cay,2002,3,3,29,58,200
Turner Cay,2002,3,4,29.5,59,200
Turner Cay,2002,3,5,34,68,200
Turner Cay,2003,1,1,6,12,200
Turner Cay,2003,1,2,7,14,200
Turner Cay,2003,1,3,4.522613065326633,9,199
Turner Cay,2003,1,4,5.5,11,200
Turner Cay,2003,1,5,2,4,200
Turner Cay,2003,2,1,5,10,200
Turner Cay,2003,2,2,8.5,17,200
Turner Cay,2003,2,3,9.547738693467336,19,199
Turner Cay,2003,2,4,8.808290155440414,17,193
Turner Cay,2003,2,5,9.045226130653266,18,199
Turner Cay,2003,3,1,22,44,200
Turner Cay,2003,3,2,24.5,49,200
Turner Cay,2003,3,3,26,52,200
Turner Cay,2003,3,4,30,60,200
Turner Cay,2003,3,5,29.74358974358974,58,195
Turner Cay,2004,1,1,4,8,200
Turner Cay,2004,1,2,2.5,5,200
Turner Cay,2004,1,3,4.5,9,200
Turner Cay,2004,1,4,1.5151515151515151,3,198
Turner Cay,2004,1,5,4,8,200
Turner Cay,2004,2,1,8.040201005025125,16,199
Turner Cay,2004,2,2,10.050251256281406,20,199
Turner Cay,2004,2,3,12.5,25,200
Turner Cay,2004,2,4,9.045226130653266,18,199
Turner Cay,2004,2,5,8,16,200
Turner Cay,2004,3,1,12.5,25,200
Turner Cay,2004,3,2,18.5,37,200
Turner Cay,2004,3,3,34.67336683417086,69,199
Turner Cay,2004,3,4,24.242424242424242,48,198
Turner Cay,2004,3,5,28.5,57,200
Turner Cay,2005,1,1,7,14,200
Turner Cay,2005,1,2,5,10,200
Turner Cay,2005,1,3,5.5,11,200
Turner Cay,2005,1,4,5,10,200
Turner Cay,2005,1,5,5,10,200
Turner Cay,2005,2,1,11.11111111111111,22,198
Turner Cay,2005,2,2,11.557788944723619,23,199
Turner Cay,2005,2,3,10,20,200
Turner Cay,2005,2,4,3.5,7,200
Turner Cay,2005,2,5,16.5,33,200
Turner Cay,2005,3,1,17.5,35,200
Turner Cay,2005,3,2,28,56,200
Turner Cay,2005,3,3,34.5,69,200
Turner Cay,2005,3,4,26.13065326633166,52,199
